Code,Site Name,Type,Description,Priority,Client,Fault/Event Start - Date/Time,Fault/Event End - Date/Time (TECHS - What time did the asset come back online?),Assets,Status,Time Spent Hours,Date Completed,Date Last Modified,Assigned Users,Date Created,Status of Work,Charge Department,Work Order Status Group,Completion Notes,Asset Production Time,Total Maint Hours Online,Point of Contact,
27101,"Carnes Creek Solar, LLC",Troubleshooting Electrical Equipment,INVs intermittently dropping offline with Leakage Current Protection errors (between 06:30-07:30 PDT; primarily INVs 1-7 & 9-12),3 - Medium,Hep Petra O&M LLC,"Jul 12, 2023 09:00:00 AM",,"Carnes Creek Solar, LLC (CARN)",On Deck to be Scheduled,0.75,,"Sep 05, 2023 10:56:29 AM",Andrea De Jesus,"Jul 25, 2023 02:41:13 PM",INCOMPLETE,(TM) Time and Materials,,"2023-09-5 ADE
See INV heatmap graphs from 8-26, 27 and 28 showing INVs dropping offline intermittently.  9/28 was the last occurrence to date.
Note: Also messaged A. Tardogno about if/how CSS can view leakage current error message in meteocontrol.

2023-08-28 DBA
- Looking for a graph of the outages from PE.
- Outages happen very early in the morning with.",,,Dylan Barrett,
27382,Woodsdale,Troubleshooting Electrical Equipment,INV 1C4 underperforming by ~30%,3 - Medium,Alchemy Renewable Energy,"Jul 11, 2023 03:30:00 PM",,Inverter I-1C-4 (WOODS-INVI-1C-4),On Deck to be Scheduled,,,"Aug 09, 2023 02:07:18 PM",,"Aug 09, 2023 02:03:57 PM",,(TM) Time and Materials,,,,,Forrest Huynh,
26953,Tumbleweed,Troubleshooting Electrical Equipment,Tumbleweed - INV 2.07 - ~30% underperformance (cycling),4 - Low,NESM/Exus,"Jul 11, 2023 12:00:00 PM",,Inverter B2.CMB/I7 (DESC-B2.CMB/I7),On Deck to be Scheduled,7.44,,"Aug 17, 2023 10:18:44 AM","Cole Harbick, Ryan Jordan","Jul 14, 2023 12:07:58 PM",INCOMPLETE,(TM) Time and Materials,,"2023-08-17 BDO
INV showed cycling behavior - very apparent on 08/10 and 08/15

2023-08-11 BDO
INV still seems to be cycling, I think we should monitor for another week due to unstable irradiance 

2023-08-03 RJO
Inverter B2.I7, Model #: SG60KU-M, SN#: A1706220508
-Cew arrived to find inverter B2.I7 running in a Warn condition with a flashing green run light. Inverter was displaying fault codes 081 on 2023-08-03 and 2023-08-02, and 040 from 2023-08-02.
-Crew verified that AC breaker was not tripped and checked RST values on HMI, R- 285.6v 45.4A, S- 286.4v 45.4A, T- 280.0v 45.4A.
-Crew verified DC power input on HMI, DC1- 647.9v 19.5A, DC2- 641.3v 19.9A, DC3- 648.2v 14.6A, DC4- 260.6v 0.0A.
-Crew verified with meter AC feeders, A to C- 488.6v, B to C- 489.2v, A to B- 494.7v.
-Crew deenergized inverter and ensured that it was in a safe working condition.
-Crew verified proper torque on all PV4 connections as per manual. No loose connections noted.
-Crew re-energized inverter and placed it in start-up. Inverter came online and went into a run condition. 
-Crew verified with Also energy inverter online status.
-Inverter B2.I7 is now online and producing.


2023-07-14 ADE
Inverter 2.07 is cycling on and off throughout the day.",,,Dylan Barrett,
26904,Sheep,Corrective,Auxillary XFMR Replacement in Switch Gear Cabinet ,2 - High,Pine Gate Renewables,"Jul 11, 2023 11:00:00 AM",,Sheep (SHEP),On Hold - Awaiting Parts,,,"Aug 10, 2023 09:32:27 AM",,"Jul 11, 2023 01:47:30 PM",,(TM) Time and Materials,,"2023-08-10 JNA
New ship date of 09-05-23

2023-08-09 BDu
Client asked for EDD and was notified on call.

2023-07-31 JNA
EDD is  8/17/2023

2023-07-13 JNA
PO sent to Aubrey Silvey. Requested EDD. Estimate is 25 days. 

2023-07-12 JNA
Received approval from Pinegate",,,Dylan Barrett,
26892,Progress Energy - Sutton,Site Escort,Escort ATI for Health Check,6 - Scheduled,Omnidian,"Jul 11, 2023 08:34:00 AM",,Progress Energy - Sutton (PROG),On Hold - Awaiting Third Party,,,"Sep 11, 2023 04:22:46 PM",,"Jul 11, 2023 08:32:58 AM",,(FX) Fixed Scope and Price,,"2023-09-11 DPA
-update from Omnidian
-Thanks for confirming Drew. I will assign a SiteCapture over to you shortly. Thanks, Aman

2023-09-11 DPA
-followed up with Lee from ATI
-when can CSS expect the site inspection
-response from Lee
-Hi Andrew, We are good to go. The guys will fly out on Wednesday to be onsite Thursday morning.

 

2023-08-01 DPA
-update from ATI about scheduling the visit
-Hello, Yes that visit is on the radar for scheduling Sales order 102790
Right now it's looking like 4-5 weeks out (mid-Sept) for Svc to do the tracker assessment at your site",,,Drew Parada,
26894,"Railroad Solar Farm, LLC",Troubleshooting Electrical Equipment,Railroad - INV 3B - Offline (AC Power Interrupted),1 - Urgent,Alchemy Renewable Energy,"Jul 11, 2023 07:38:00 AM",,Railroad (RAIL),Open,15.28,,"Sep 12, 2023 07:25:13 AM","Darius Webb, Richard Strahin","Jul 11, 2023 08:55:16 AM",INCOMPLETE,(TM) Time and Materials,,"2023-09-11 DPA
-160A fuses have been handed off to TWI

2023-09-05 DPA
-Jason has confirmed onsite assistance for 9/12 9Am

2023-08-22 RST
-fuse blocks have been received
-SE parts received and put in the truck

2023-08-22 DPA
-update from SE
-Good morning Kyle – parts have shipped per UPS Tracking 1Z6AT6990365973995
Thank you

2023-08-17 DFR 
Followed up with OEM for ETA/tracking info.
-SE response
-It looks like parts are slated to ship, but I don’t see a tracking number yet.
Let’s give it a day or so to populate.
Once I have one, I will email you here
-They ship 2 day once we have a tracking number.

2023-08-16 DPA
-procurement of fuses and fuse blocks approved
- approval uploaded
-RS no longer in stock
-PO 1763 created  for Fuses with Elect. Auto
-PO 1764 created for fuse blocks with Mouser

2023-08-10 DPA
-followed up with Kyle,
-Alchemy has not provided authorization to procure the 160A fuses or the fuse blocks, how would Alchemy like to proceed 

2023-08-09 DPA
-reached out to SE for an update on the parts shipping and tracking
-response from SE
-Hello Andrew,
The SO should be created over the next few days. Once I have tracking, you will be notified. Thank you,
-client has been updated

2023-08-02 DPA
-SE reached out to confirm shipping address and POC
-information has been confirmed for SE
-update from SE
-Great, thank you Andrew.
 I have created case 100530 for Railroad for your reference. Parts are in stock and should ship by Monday. Once I have tracking, you will be notified.

2023-07-27 DPA
-PO sent to SE

2023-07-26 DPA
-quote approval has been received and uploaded
-PO 1727 has been generated and waiting for approval

2023-07-25 DPA
-requested an update on the quote previously requested
-quote received and uploaded
-quote passed along to client for approval

2023-07-21 DPA
-response from SE
-Unfortunately, I’m not quite sure. Please contact our Technical Service Team, they should be able to assist you.
Customer Care Center (CCC)  (833) 391-8640
-reached out to above # spoke w/Greg who provided part #
-Part #'s for the user interface. AC cabinet fan and AC caps sent for pricing to Doria

2023-07-18 DPA
-SE requested specific part numbers for the list of items previously sent
-requested information to where a list of part number could be found

2023-07-17 DPA
-follow up with SE for the quote previously requested

2023-07-14 DPA
-reached out to SE for a quote  and availability on the parts

2023-07-13 RST
-arrived on site to diagnose inverter B3 AC capacitors had blown up, causing the internal liquid to be sent over the AC cabinet
-CSS called RM to inform of the thermal event
-while closing the AC cabinet door, techs heard clicking and smelt smoke. RM told the techs to move away from the inverter and shut down all power , both AC and DC to include CBs and XFMR
-per RM 's instructions we isolated B3 completely from pad and transformer
-B3 combiner boxes are shut off and B3 inverter LOTO
-techs opened the AC cabinet door and found thermal event had continued and caused sever damage
-parts needed are 
-EPCOS B41458-S8230-M1 
-63V-401085156 08 15s Capacitors 4x
-Fan type -HVL031 model -03102.0-00
-Bussman #170m2666 3x
-Bussman #170h1007 3x
-will be down till investigation of thermal event is completed

2023-07-11 ADE
INV B3 tripped offline at 7:38AM with AC Power Interrupted reported in DAS.",,,Drew Parada,
27582,Chiloquin,Troubleshooting Electrical Equipment,INV 10.12 underperforming by 25%,3 - Medium,NESM/Exus,"Jul 10, 2023 02:00:00 PM",,Inverter B10.CMB/I12 (CHIL-B10.CMB/I12),On Hold - Awaiting Parts,4.56,,"Sep 11, 2023 10:56:45 AM",,"Aug 21, 2023 01:44:59 PM",INCOMPLETE,(TM) Time and Materials,,"2023-09-06 MMO
-Inverter 10.12 caught fire and burnt 4.5 acres of site
-Called Sungrow and they sent RMA
-RMA has been filed with Sungrow for warranty inverter

2023-08-31 MMO
Inverter 10.12 has been power cycling for days
Found Fault Codes 40 and 80 
Run data shows the inverters DC3 at 0 Amps and Watts and DC4 is running at 50%
Inspected Inverter for blown components in lower and upper compartments - None Found - Capacitors also look good - Fans are normal
Inverter is running at 75% between 30 minute cycles
Found inverter unbalanced
Balanced and reset inverter and Inverter continued to power cycle and continued to show the same O Amps and 0 Watts on DC3
All DC strings are producing current and all voltages are good.
Called Tech Support and created case number RW2309010056
Emailed photos and Sungrow will get back with us today with more t/s steps or a new inverter on the way. Inverter is covered by warranty.

2023-08-31 JEN
Inverter has continued to intermittently underperform, particularly between 08:00-18:00 PDT.

2023-08-22 LBI
-CSS found Inv 10.12 running at 12.823kw during heavy overcast. Inverters 10.10 & 10.08 were checked for comparison and were also producing approx. 12kw.",,,Dylan Barrett,
26890,"Kaiser Creek Solar, LLC",Mow,Kaiser Creek - Site Mow,6 - Scheduled,Hep Petra O&M LLC,"Jul 10, 2023 02:00:00 PM",,"Kaiser Creek Solar, LLC (KAIS)",On Hold - Waiting for Client Approval,42.08,,"Jul 24, 2023 05:11:07 PM","Cole Harbick, Ryan Jordan","Jul 10, 2023 04:56:28 PM",INCOMPLETE,(OM) O&M Contract,,"2023-07-13 CHA
-Crew finished mowing perimeter of array.
-Crew finished weed waking of cab system.
Note- Crew left lawn mower and metal that was discovered on site.
2023-07-11 CHA
-Crew Mowed perimeter of array.
-crew weed wacked 1/3rd of the cab system.",,,Dylan Barrett,
26701,Montgomery Park - North Parking Garage,Preventive Maintenance Inspection,"Montgomery Park - North Parking Garage - Omnidian Annual Inspection

Reference SiteCapture to fill out tasks and complete the assigned Scope of Work. IVCT is NOT included in our scope - do not complete those tasks.

Download a copy of the completed report from SiteCapture and upload it to the Files tab once complete.",7 - PM Scheduled,Omnidian,"Jul 10, 2023 12:00:00 PM","Jul 10, 2023 05:26:00 PM",Montgomery Park - North Parking Garage (MONT.NPS),2. PM - Onsite Inspection Complete / Report Due,5.86,,"Aug 14, 2023 10:33:39 AM",,"Jun 29, 2023 04:18:17 PM",COMPLETE,(OM) O&M Contract,,"2023-07-25 DBA
- Techs did not complete IR of inverters due to them being very high off the ground under the parking garage.

2023-07-10 LGU
-techs completed annual inspection ",,,Dylan Barrett,
26885,Tiburon,Troubleshooting Electrical Equipment,Tiburon - INV B2-081 - Intermittent Offline (Abnormal Residual current),4 - Low,NESM/Exus,"Jul 10, 2023 08:00:00 AM",,String Inverter B2-082 (TIBU-INV-B2-082),On Deck to be Scheduled,,,"Jul 10, 2023 02:47:52 PM",,"Jul 10, 2023 02:34:43 PM",,(TM) Time and Materials,,"2023-07-10 ADE
INV B2-081 intermittently dropping offline with Abnormal Resid. Cur. Alarm ID 318 fault starting at 8:00EDT on 7/10.  Low priority due to intermittent nature.",,,Forrest Huynh,
26858,"Kaiser Creek Solar, LLC",Troubleshooting Electrical Equipment,Kaiser Creek - INV 11 - Intermittently Offline and Cycling and No Comms,2 - High,Hep Petra O&M LLC,"Jul 08, 2023 09:05:00 AM",,Inverter 11 (KAIS-INV11),On Hold - Awaiting Parts,34.06,,"Sep 07, 2023 11:14:49 AM","Cole Harbick, Ryan Jordan","Jul 08, 2023 11:51:35 AM",INCOMPLETE,(TM) Time and Materials,,"2023-09-06 LGU
-Techs recorded video of inverter power cycling for solis. 
-Solis will review the video and get back to us about a solution or a replacement.

2023-08-25 DBA
- CSS sent over screenshot and data of Inverter 11 going on and offline.
- Solis wants CSS to take a video of the inverter on site while they look over data.

2023-08-24 ADE
INV 11 data stopped reporting in Meteocontrol 8/23 at 12:05.  Meter data suggests inverter is still producing.


2023-07-20 LGU
-Techs installed new AC breaker. 
-inverter started up normal and had ID and time configured. 
-Inverter began power cycling but was showing no alarms/faults and had good amperage and voltages AC/DC. 
-Techs contacted Solis tech support and started a case(29524) which is being reviewed by engineers. 

2023-07-19 LGU
-Techs installed new inverter. 
-Techs did not energize because ac breaker needs to be replaced. 

2023-07-11 DBA 
- Case 29118 started with Solis. They will be sending a replacement inverter.

2023-07-10 CHA
-Crew arrived onsite and found that inverter 11 displaying PID Repairing on HMI screen. 
-Inverter 11 front access panel was deformed outward showing signs of catastrophic failure.
-Crew isolated inverter and inspected enclosure, finding charring on main board and various other equipment inside enclouser.
-Crew found ac breaker in trip status with visual charring.
-Crew contacted Solis tech support for further troubleshooting.

2023-07-08 ADE
INV 11 failed to start up this morning with other inverters.  Based on meter values comparison with peer inverters, INV 11 is not producing.
Ref WO 26729 regarding recent underperformance of INV 11.",,,Dylan Barrett,
26730,Davidson (All),Special Projects - Electrical,"Remove Longroad signs and install EDPR signs
Provide photos of signs installed",6 - Scheduled,Omnidian,"Jul 07, 2023 05:00:00 PM",,Davidson County Solar (DAVI),On Hold - Awaiting Parts,,,"Jul 31, 2023 11:15:36 AM",,"Jun 30, 2023 03:39:04 PM",,(TM) Time and Materials,,,,,Alex Luna,
26851,Chiloquin,Troubleshooting Electrical Equipment,Chiloquin - Panel 7 breaker - Offline (INV 7.02 switched off for load mgmt),1 - Urgent,NESM/Exus,"Jul 07, 2023 12:32:00 AM",,AC Distribution Panel B7/E (CHIL-ACDP B7/E),Open,2.78,,"Aug 02, 2023 04:19:40 PM",Lloyd Biddlecome,"Jul 07, 2023 11:58:35 PM",INCOMPLETE,(TM) Time and Materials,,"2023-07-08 LBI
-CSS tech reset 800A breaker for block 7E and brought inverters back online.
-Breaker was thermal imaged and compared with block 8E 800A breaker and it showed hotter by 10 deg.
-100A breaker for inv 7.02 was turned off to reduce the load on the main 800A breaker in hopes that it will remain closed in.
-Breaker will probably need to be replaced. 

2023-07-07 ADE
Production ceased on all inverters on Panel B7/E at 12:32PDT.  Previously this has indicated a main breaker trip.",,,Dylan Barrett,
27583,Chiloquin,Troubleshooting Electrical Equipment,INV 10.14 underperforming by 50%,3 - Medium,NESM/Exus,"Jul 06, 2023 11:45:00 AM",,Inverter B10.CMB/I14 (CHIL-B10.CMB/I14),On Deck to be Scheduled,0.38,,"Sep 01, 2023 10:58:59 AM",,"Aug 21, 2023 01:51:45 PM",INCOMPLETE,(TM) Time and Materials,,"2023-08-22 LBI
-CSS found inv 10.14 producing 5.713kw while other inverters were producing approx. 11.5kw. Inverter was power cycled but problem persisted. DC input 1 & 2 on HMI show 0.1 A but all DC input strings show over 1A each. NOTE: this is during heavy overcast.
-More troubleshooting necessary when a safety second is present on site. ",,,Dylan Barrett,
26829,Adams Neilson,Corrective,,6 - Scheduled,Strata Solar,"Jul 06, 2023 10:51:00 AM",,"Inverter 1.1.6 (ADAM.N-INV-1.1.6), Inverter 1.1.8 (ADAM.N-INV-1.1.8), Inverter 1.8.12 (ADAM.N-INV-1.8.12)",On Deck to be Scheduled,3.00,,"Aug 21, 2023 04:12:33 PM",,"Jul 06, 2023 10:49:41 AM",,,,"2023-08-21 JNA
7/7 J and M replaced 1.6 and replaced breaker for 8.12",,,Jordan Nance,
26828,Exhibit Court,Corrective,Lightning damage site assessment,6 - Scheduled,Leyline Energy,"Jul 06, 2023 10:46:00 AM",,Exhibit Court (EXHI),Ready for Review ,53.24,,"Sep 05, 2023 02:06:09 PM","Ivan Hanson, Robby Plenge","Jul 06, 2023 10:38:20 AM",INCOMPLETE,(TM) Time and Materials,,"2023-09-05 RPL
Counted up wire sizes and estimated/measured lengths for replacement. See spreadsheet, conductors tab:
https://carolinasolar.sharepoint.com/:x:/s/CAROLINASOLARSERVICES/EYxnldfVFfJOn4Ouk9r0ECoBxrFFzYR9gnynGAEnU7LlIQ?e=9M763N
Checked out weather station, all OK.
Noted all but 2 blown SPD in combiner boxes. Those 2 that were OK had previously been replaced.
Existing blown SPD: Mersen SP420PV.
Good replacements are Mersen SP2-40k1000V-PV
Looked inside 2000A AC disco. The 3 fuses tested good. Unable to close in the switch to check continuity/contact resistance. Not sure if this means the switch is bad or if it just needs voltage on the line side to operate. Never seen a switch like this before. 
I think a compete assessment of the array could be conducted using IVCT. This would verify the PV modules and identify any ground fault conditions that may be present. 
__________

2023-09-05 FHU
- Sunny messaged back and approved the dispatch for today to continue the damage assessment. 
- Requested the contact info for the city inspector again. 

2023-08-31 FHU
- Sunny called back and stated that his goal is to have a meeting with CSS, the city inspector and himself to determined if the solar site and the commercial building are connected. If so, it will influence how he wishes us to proceed with repairs and working on the system. 
- Sunny will reach out to the City inspector and will pass along the inspectors contact information to CSS so we can try to push for a meeting as well.
- Messaged Sunny to try and coordinate a dispatch to continue the lightning damage assessment before meeting with the City Inspector. 

2023-08-30 FHU
- Have reached out to Sunny (the building owner) multiple times to coordinate a meeting with him and the city inspector. 
- No reply via email or phone. 

2023-08-17 RPL
Performed transformer electrical tests on customer transformer with TRAX unit.
Contrary to information in the IFC/AsBuilts, this transformer is Dyn1 (Delta-wye grounded 30 degree). 
No issues were identified with the transformer windings and it is OK to use. 
TRAX file and pdf uploaded to files tab.
Spreadsheet updated and saved to photo folder.

2023-07-27 FHU
- Exhibit Court building owner is preventing access to the solar array to continue work. Flagged issue to Leyline. 
- Per building owner:
When lighting hit the building it went through the solar panels and messed up our system. After that the city inspector has informed me some solutions to fix this issue. In this regard I have emailed who are responsible for the solar pannel. In fact I have send a second email requesting a solution and time to speak. Sadly they never responded. 

Hence, before I talk  to someone who is a decision maker for the solar panel I will not allow any access for your company or crew to come to our premises or the roof. 

I will be back in the country on 7/31 if they would like to set up a time to talk. 

2023-07-19 FHU
- Started damage assessment report. Link: https://carolinasolar.sharepoint.com/:x:/s/CAROLINASOLARSERVICES/EYxnldfVFfJOn4Ouk9r0ECoBxrFFzYR9gnynGAEnU7LlIQ?e=TbHQe4

2023-07-11 IHA
- Team inspected DC feeder pull box. Grounds were found to have been melted, damaging positive and negative feeders. Photos were taken of wire size for damaged feeders in between Inverter and CBs. Pos/Neg feeders are 3/0 AWG THWN-2 and EGCs are 6 AWG THWN-2. These match up with wire sizes in the Single Line Diagram in the As-Built.
- Client side dry-type transformer was inspected and found neutrals were burned/melted, damaging feeders on primary and secondary sides.
- AC disconnect between client side dry-type transformer and utility meter enclosure was inspected and found neutrals were burned/melted.
- Right side of Inverter was inspected (internal transformer cabinet), no damage was found. Left side is LOTO'd with keys from truck 109, further inspection recommended after obtaining LOTO keys.
- Team ran Insulation Resistance Tests with the Megger S1 on client side dry-type transformer. During tests temperature was 30.5C and humidity was 47%. Results are as follows: 
High to Low, low side grounded: 20.1 MOhms
Low to High, high side grounded: 23.0 MOhms
Low and High tied together to ground: 11.22 MOhms
- Recommend further transformer testing with Megger TRAX unit. Gas generator for TRAX is not currently with TRAX equipment.

2023-07-06 FHU
- Leyline approved CSS to conduct a damage assessment of the site to determine how to best repair.
",,,Forrest Huynh,
